CODE2,CODE1,CODEBASE,H_CNT,P_CNT,M_CNT,F_CNT,INFO_TIME
A6701-25,A6701-25-007,A6701-0366-00,44,148,83,65,103Y12M
A6701-25,A6701-25-007,A6701-0376-00,2,2,0,2,103Y12M
A6701-25,A6701-25-008,A6701-0406-00,4,15,8,7,103Y12M
A6701-25,A6701-25-008,A6701-0410-00,61,129,75,54,103Y12M
A6701-25,A6701-25-008,A6701-0414-00,82,202,106,96,103Y12M
A6701-26,A6701-26-005,A6701-0386-00,1,3,2,1,103Y12M
A6701-27,A6701-27-001,A6701-0383-00,109,283,144,139,103Y12M
A6701-27,A6701-27-001,A6701-0389-00,74,163,92,71,103Y12M
A6701-27,A6701-27-002,A6701-0388-00,97,250,129,121,103Y12M
A6701-27,A6701-27-003,A6701-0390-00,48,119,67,52,103Y12M
A6701-27,A6701-27-003,A6701-0391-00,85,238,121,117,103Y12M
A6701-27,A6701-27-004,A6701-0392-00,53,127,76,51,103Y12M
A6701-27,A6701-27-004,A6701-0393-00,99,245,131,114,103Y12M
A6701-27,A6701-27-005,A6701-0395-00,70,200,101,99,103Y12M
A6701-27,A6701-27-005,A6701-0396-00,30,77,48,29,103Y12M
A6701-27,A6701-27-005,A6701-0399-00,9,19,9,10,103Y12M
A6701-27,A6701-27-005,A6701-0401-00,3,6,1,5,103Y12M
A6701-27,A6701-27-005,A6701-0411-00,24,49,25,24,103Y12M
A6701-27,A6701-27-006,A6701-0418-00,14,40,23,17,103Y12M
A6701-27,A6701-27-006,A6701-0421-00,53,129,66,63,103Y12M
A6701-27,A6701-27-006,A6701-0424-00,58,126,67,59,103Y12M
A6701-27,A6701-27-006,A6701-0425-00,46,113,61,52,103Y12M
A6701-28,A6701-28-001,A6701-0398-00,4,18,12,6,103Y12M
A6701-28,A6701-28-001,A6701-0400-00,58,146,81,65,103Y12M
A6701-28,A6701-28-001,A6701-0402-00,9,24,13,11,103Y12M
A6701-28,A6701-28-001,A6701-0405-00,49,109,50,59,103Y12M
A6701-28,A6701-28-002,A6701-0403-00,16,34,21,13,103Y12M
A6701-28,A6701-28-002,A6701-0412-00,77,199,107,92,103Y12M
A6701-28,A6701-28-002,A6701-0413-00,49,116,60,56,103Y12M
A6701-28,A6701-28-002,A6701-0415-00,3,6,3,3,103Y12M
A6701-28,A6701-28-002,A6701-0416-00,4,10,5,5,103Y12M
A6701-28,A6701-28-003,A6701-0407-00,13,28,18,10,103Y12M
A6701-28,A6701-28-003,A6701-0408-00,27,67,28,39,103Y12M
A6701-28,A6701-28-003,A6701-0409-00,38,90,51,39,103Y12M
A6701-28,A6701-28-003,A6701-0419-00,6,10,4,6,103Y12M
A6701-28,A6701-28-004,A6701-0417-00,3,6,2,4,103Y12M
A6701-28,A6701-28-004,A6701-0420-00,65,185,97,88,103Y12M
A6701-28,A6701-28-004,A6701-0422-00,1,1,1,0,103Y12M
A6701-28,A6701-28-004,A6701-0423-00,39,101,53,48,103Y12M
A6701-28,A6701-28-004,A6701-0426-00,38,94,49,45,103Y12M
A6701-28,A6701-28-005,A6701-0429-00,119,310,166,144,103Y12M
A6701-28,A6701-28-006,A6701-0427-00,26,71,40,31,103Y12M
A6701-28,A6701-28-006,A6701-0428-00,3,13,4,9,103Y12M
A6701-28,A6701-28-006,A6701-0432-00,41,91,48,43,103Y12M
A6701-28,A6701-28-006,A6701-0434-00,42,106,60,46,103Y12M
A6701-28,A6701-28-007,A6701-0431-00,91,220,107,113,103Y12M
A6701-28,A6701-28-008,A6701-0435-00,52,133,71,62,103Y12M
A6701-28,A6701-28-009,A6701-0437-00,69,194,109,85,103Y12M
A6701-28,A6701-28-010,A6701-0438-00,88,212,112,100,103Y12M
A6701-28,A6701-28-010,A6701-0439-00,32,73,36,37,103Y12M
A6702-02,A6702-02-001,A6702-0003-00,75,161,100,61,103Y12M
A6702-02,A6702-02-001,A6702-0005-00,48,119,72,47,103Y12M
A6702-02,A6702-02-002,A6702-0006-00,85,207,118,89,103Y12M
A6702-02,A6702-02-002,A6702-0008-00,68,171,106,65,103Y12M
A6702-02,A6702-02-003,A6702-0007-00,104,278,157,121,103Y12M
A6702-02,A6702-02-003,A6702-0009-00,1,4,3,1,103Y12M
A6702-02,A6702-02-003,A6702-0010-00,18,38,21,17,103Y12M
A6702-02,A6702-02-003,A6702-0011-00,7,13,7,6,103Y12M
A6702-02,A6702-02-003,A6702-0012-00,1,1,1,0,103Y12M
A6702-02,A6702-02-003,A6702-0015-00,24,74,32,42,103Y12M
A6702-02,A6702-02-003,A6702-0016-00,9,29,14,15,103Y12M
A6702-02,A6702-02-004,A6702-0014-00,17,46,29,17,103Y12M
A6702-02,A6702-02-004,A6702-0023-00,12,26,17,9,103Y12M
A6702-02,A6702-02-004,A6702-0038-00,65,162,82,80,103Y12M
A6702-02,A6702-02-005,A6702-0019-00,32,96,52,44,103Y12M
A6702-02,A6702-02-005,A6702-0021-00,2,4,3,1,103Y12M
A6702-02,A6702-02-005,A6702-0022-00,6,20,9,11,103Y12M
A6702-02,A6702-02-005,A6702-0029-00,23,58,32,26,103Y12M
A6702-02,A6702-02-005,A6702-0057-00,13,32,16,16,103Y12M
A6702-02,A6702-02-006,A6702-0050-00,124,344,176,168,103Y12M
A6702-02,A6702-02-007,A6702-0058-00,48,109,56,53,103Y12M
A6702-02,A6702-02-007,A6702-0061-00,38,102,57,45,103Y12M
A6702-02,A6702-02-008,A6702-0064-00,69,234,126,108,103Y12M
A6702-02,A6702-02-009,A6702-0071-00,118,331,168,163,103Y12M
A6702-02,A6702-02-009,A6702-0083-00,13,36,16,20,103Y12M
A6702-03,A6702-03-001,A6702-0013-00,68,160,82,78,103Y12M
A6702-03,A6702-03-002,A6702-0017-00,1,1,1,0,103Y12M
A6702-03,A6702-03-003,A6702-0018-00,166,458,252,206,103Y12M
A6702-03,A6702-03-004,A6702-0025-00,49,138,68,70,103Y12M
A6702-03,A6702-03-005,A6702-0030-00,44,125,66,59,103Y12M
A6702-03,A6702-03-005,A6702-0031-00,66,211,101,110,103Y12M
A6702-03,A6702-03-006,A6702-0035-00,32,84,38,46,103Y12M
A6702-03,A6702-03-006,A6702-0043-00,57,171,90,81,103Y12M
A6702-03,A6702-03-007,A6702-0039-00,36,103,57,46,103Y12M
A6702-03,A6702-03-007,A6702-0045-00,63,173,85,88,103Y12M
A6702-03,A6702-03-008,A6702-0037-00,58,197,104,93,103Y12M
A6702-03,A6702-03-008,A6702-0052-00,42,122,61,61,103Y12M
A6702-03,A6702-03-009,A6702-0054-00,59,146,67,79,103Y12M
A6702-03,A6702-03-010,A6702-0055-00,119,253,138,115,103Y12M
A6702-03,A6702-03-010,A6702-0060-00,20,60,25,35,103Y12M
A6702-04,A6702-04-001,A6702-0033-00,78,205,99,106,103Y12M
A6702-04,A6702-04-002,A6702-0034-00,43,139,62,77,103Y12M
A6702-04,A6702-04-002,A6702-0040-00,58,163,83,80,103Y12M
A6702-04,A6702-04-003,A6702-0036-00,38,108,52,56,103Y12M
A6702-04,A6702-04-003,A6702-0041-00,41,138,62,76,103Y12M
A6702-04,A6702-04-004,A6702-0042-00,63,188,103,85,103Y12M
A6702-04,A6702-04-005,A6702-0044-00,78,214,103,111,103Y12M
A6702-04,A6702-04-005,A6702-0051-00,41,122,60,62,103Y12M
A6702-04,A6702-04-006,A6702-0048-00,102,274,126,148,103Y12M
A6702-04,A6702-04-007,A6702-0069-00,70,166,80,86,103Y12M
A6702-04,A6702-04-008,A6702-0068-00,86,241,131,110,103Y12M
A6702-04,A6702-04-009,A6702-0080-00,43,110,60,50,103Y12M
A6702-04,A6702-04-009,A6702-0082-00,37,90,50,40,103Y12M
A6702-04,A6702-04-009,A6702-0089-00,32,86,43,43,103Y12M
A6702-04,A6702-04-009,A6702-0099-00,22,42,20,22,103Y12M
A6702-04,A6702-04-010,A6702-0088-00,153,409,208,201,103Y12M
A6702-05,A6702-05-001,A6702-0049-00,42,103,55,48,103Y12M
A6702-05,A6702-05-002,A6702-0066-00,57,129,63,66,103Y12M
A6702-05,A6702-05-002,A6702-0072-00,81,183,90,93,103Y12M
A6702-05,A6702-05-003,A6702-0056-00,34,101,54,47,103Y12M
A6702-05,A6702-05-003,A6702-0070-00,24,68,32,36,103Y12M
A6702-05,A6702-05-003,A6702-0073-00,37,103,50,53,103Y12M
A6702-05,A6702-05-003,A6702-0077-00,31,75,37,38,103Y12M
A6702-05,A6702-05-004,A6702-0065-00,26,52,29,23,103Y12M
A6702-05,A6702-05-004,A6702-0074-00,17,41,18,23,103Y12M
A6702-05,A6702-05-004,A6702-0075-00,27,50,27,23,103Y12M
A6702-05,A6702-05-004,A6702-0076-00,30,77,36,41,103Y12M
A6702-05,A6702-05-004,A6702-0078-00,46,125,70,55,103Y12M
A6702-05,A6702-05-005,A6702-0084-00,45,115,60,55,103Y12M
A6702-05,A6702-05-005,A6702-0085-00,33,76,38,38,103Y12M
A6702-05,A6702-05-005,A6702-0086-00,24,51,33,18,103Y12M
A6702-05,A6702-05-006,A6702-0095-00,50,122,68,54,103Y12M
A6702-05,A6702-05-006,A6702-0098-00,77,189,97,92,103Y12M
A6702-05,A6702-05-006,A6702-0100-00,33,74,38,36,103Y12M
A6702-05,A6702-05-007,A6702-0101-00,55,142,75,67,103Y12M
A6702-05,A6702-05-007,A6702-0102-00,14,32,14,18,103Y12M
A6702-05,A6702-05-007,A6702-0121-00,13,26,14,12,103Y12M
A6702-05,A6702-05-008,A6702-0107-00,39,103,44,59,103Y12M
A6702-05,A6702-05-008,A6702-0112-00,96,276,149,127,103Y12M
A6702-05,A6702-05-009,A6702-0118-00,28,93,47,46,103Y12M
A6702-05,A6702-05-009,A6702-0120-00,88,218,100,118,103Y12M
A6702-06,A6702-06-001,A6702-0087-00,23,47,26,21,103Y12M
A6702-06,A6702-06-001,A6702-0090-00,83,216,99,117,103Y12M
A6702-06,A6702-06-002,A6702-0097-00,37,101,62,39,103Y12M
A6702-06,A6702-06-002,A6702-0104-00,41,102,52,50,103Y12M
A6702-06,A6702-06-002,A6702-0106-00,58,133,70,63,103Y12M
A6702-06,A6702-06-003,A6702-0103-00,110,287,134,153,103Y12M
A6702-06,A6702-06-003,A6702-0108-00,1,4,3,1,103Y12M
A6702-06,A6702-06-004,A6702-0109-00,59,130,73,57,103Y12M
A6702-06,A6702-06-004,A6702-0111-00,82,202,107,95,103Y12M
A6702-06,A6702-06-005,A6702-0114-00,52,122,63,59,103Y12M
A6702-06,A6702-06-005,A6702-0115-00,44,107,51,56,103Y12M
A6702-06,A6702-06-006,A6702-0117-00,29,90,49,41,103Y12M
A6702-06,A6702-06-006,A6702-0119-00,96,286,152,134,103Y12M
A6702-06,A6702-06-007,A6702-0122-00,139,412,207,205,103Y12M
A6702-06,A6702-06-007,A6702-0123-00,9,16,8,8,103Y12M
A6702-06,A6702-06-008,A6702-0125-00,65,182,87,95,103Y12M
A6702-06,A6702-06-008,A6702-0126-00,40,110,58,52,103Y12M
A6702-07,A6702-07-001,A6702-0024-00,46,136,74,62,103Y12M
A6702-07,A6702-07-001,A6702-0026-00,48,103,59,44,103Y12M
A6702-07,A6702-07-002,A6702-0027-00,93,265,136,129,103Y12M
A6702-07,A6702-07-003,A6702-0028-00,66,191,98,93,103Y12M
A6702-07,A6702-07-003,A6702-0032-00,75,182,92,90,103Y12M
A6702-07,A6702-07-003,A6702-0047-00,39,121,60,61,103Y12M
A6702-07,A6702-07-003,A6702-0063-00,5,26,11,15,103Y12M
A6702-07,A6702-07-004,A6702-0067-00,5,13,6,7,103Y12M
A6702-07,A6702-07-004,A6702-0092-00,56,117,68,49,103Y12M
A6702-07,A6702-07-005,A6702-0094-00,84,205,113,92,103Y12M
A6702-07,A6702-07-005,A6702-0096-00,44,125,66,59,103Y12M
A6702-07,A6702-07-006,A6702-0062-00,26,62,35,27,103Y12M
A6702-07,A6702-07-006,A6702-0110-00,21,53,28,25,103Y12M
A6702-07,A6702-07-006,A6702-0113-00,1,3,2,1,103Y12M
A6702-07,A6702-07-007,A6702-0131-00,7,22,9,13,103Y12M
A6702-07,A6702-07-007,A6702-0133-00,51,105,62,43,103Y12M
A6702-07,A6702-07-007,A6702-0137-00,36,114,63,51,103Y12M
A6702-07,A6702-07-007,A6702-0142-00,62,153,85,68,103Y12M
A6702-07,A6702-07-008,A6702-0124-00,32,66,37,29,103Y12M
A6702-07,A6702-07-008,A6702-0140-00,23,62,33,29,103Y12M
A6702-07,A6702-07-008,A6702-0145-00,33,70,43,27,103Y12M
A6702-07,A6702-07-008,A6702-0147-00,35,95,56,39,103Y12M
A6702-07,A6702-07-008,A6702-0150-00,7,19,13,6,103Y12M
A6702-07,A6702-07-008,A6702-0152-00,21,49,27,22,103Y12M
A6702-08,A6702-08-002,A6702-0046-00,1,3,2,1,103Y12M
A6702-09,A6702-09-001,A6702-0128-00,28,77,46,31,103Y12M
A6702-09,A6702-09-001,A6702-0129-00,52,143,64,79,103Y12M
A6702-09,A6702-09-001,A6702-0130-00,57,150,63,87,103Y12M
A6702-09,A6702-09-002,A6702-0132-00,136,371,179,192,103Y12M
A6702-09,A6702-09-003,A6702-0138-00,165,442,211,231,103Y12M
A6702-09,A6702-09-004,A6702-0134-00,53,138,71,67,103Y12M
A6702-09,A6702-09-004,A6702-0136-00,66,171,87,84,103Y12M
A6702-09,A6702-09-004,A6702-0143-00,6,24,12,12,103Y12M
A6702-09,A6702-09-005,A6702-0135-00,92,262,128,134,103Y12M
A6702-09,A6702-09-005,A6702-0141-00,6,16,7,9,103Y12M
A6702-09,A6702-09-005,A6702-0146-00,1,4,2,2,103Y12M
A6702-09,A6702-09-006,A6702-0139-00,16,31,15,16,103Y12M
A6702-09,A6702-09-006,A6702-0148-00,59,192,103,89,103Y12M
A6702-09,A6702-09-006,A6702-0149-00,10,21,11,10,103Y12M
A6702-09,A6702-09-006,A6702-0151-00,59,175,91,84,103Y12M
A6702-09,A6702-09-006,A6702-0156-00,19,39,25,14,103Y12M
A6702-09,A6702-09-007,A6702-0153-00,45,110,58,52,103Y12M
A6702-09,A6702-09-007,A6702-0154-00,56,138,82,56,103Y12M
A6702-09,A6702-09-007,A6702-0155-00,23,62,37,25,103Y12M
A6702-09,A6702-09-008,A6702-0157-00,48,126,68,58,103Y12M
A6702-09,A6702-09-008,A6702-0160-00,15,45,18,27,103Y12M
A6702-09,A6702-09-008,A6702-0162-00,2,3,2,1,103Y12M
A6702-09,A6702-09-009,A6702-0171-00,39,98,47,51,103Y12M
A6702-09,A6702-09-009,A6702-0175-00,13,33,21,12,103Y12M
A6702-09,A6702-09-009,A6702-0180-00,62,142,79,63,103Y12M
A6702-09,A6702-09-009,A6702-0187-00,25,75,43,32,103Y12M
A6702-10,A6702-10-001,A6702-0158-00,18,38,16,22,103Y12M
A6702-10,A6702-10-001,A6702-0164-00,61,177,95,82,103Y12M
A6702-10,A6702-10-001,A6702-0177-00,50,107,42,65,103Y12M
A6702-10,A6702-10-002,A6702-0159-00,46,115,62,53,103Y12M
A6702-10,A6702-10-002,A6702-0182-00,3,4,2,2,103Y12M
A6702-10,A6702-10-003,A6702-0165-00,30,81,40,41,103Y12M
A6702-10,A6702-10-003,A6702-0167-00,28,67,27,40,103Y12M
A6702-10,A6702-10-003,A6702-0173-00,25,61,32,29,103Y12M
A6702-10,A6702-10-004,A6702-0168-00,76,197,100,97,103Y12M
A6702-10,A6702-10-004,A6702-0179-00,27,66,39,27,103Y12M
A6702-10,A6702-10-005,A6702-0174-00,90,265,137,128,103Y12M
A6702-10,A6702-10-006,A6702-0170-00,86,249,127,122,103Y12M
A6702-10,A6702-10-006,A6702-0183-00,65,124,60,64,103Y12M
A6702-10,A6702-10-007,A6702-0176-00,60,160,87,73,103Y12M
A6702-10,A6702-10-007,A6702-0178-00,37,106,53,53,103Y12M
A6702-10,A6702-10-007,A6702-0185-00,58,141,69,72,103Y12M
A6702-10,A6702-10-008,A6702-0181-00,54,167,87,80,103Y12M
A6702-10,A6702-10-008,A6702-0186-00,80,201,111,90,103Y12M
A6702-10,A6702-10-009,A6702-0163-00,26,76,35,41,103Y12M
A6702-10,A6702-10-009,A6702-0166-00,7,23,11,12,103Y12M
A6702-10,A6702-10-009,A6702-0189-00,8,23,13,10,103Y12M
A6702-10,A6702-10-009,A6702-0191-00,43,100,58,42,103Y12M
A6702-10,A6702-10-009,A6702-0196-00,3,8,3,5,103Y12M
A6702-10,A6702-10-010,A6702-0172-00,11,21,14,7,103Y12M
A6702-10,A6702-10-010,A6702-0188-00,18,45,25,20,103Y12M
A6702-10,A6702-10-010,A6702-0194-00,56,123,76,47,103Y12M
A6702-11,A6702-11-001,A6702-0190-00,6,18,10,8,103Y12M
A6702-11,A6702-11-001,A6702-0192-00,10,28,18,10,103Y12M
A6702-11,A6702-11-001,A6702-0193-00,31,59,32,27,103Y12M
A6702-11,A6702-11-001,A6702-0197-00,21,51,26,25,103Y12M
A6702-11,A6702-11-001,A6702-0198-00,47,104,63,41,103Y12M
A6702-11,A6702-11-001,A6702-0203-00,45,77,43,34,103Y12M
A6702-11,A6702-11-002,A6702-0195-00,9,19,10,9,103Y12M
A6702-11,A6702-11-002,A6702-0199-00,9,26,12,14,103Y12M
A6702-11,A6702-11-002,A6702-0200-00,19,42,24,18,103Y12M
A6702-11,A6702-11-002,A6702-0202-00,19,45,26,19,103Y12M
A6702-11,A6702-11-002,A6702-0204-00,60,136,78,58,103Y12M
A6702-11,A6702-11-004,A6702-0224-00,41,100,58,42,103Y12M
A6702-11,A6702-11-004,A6702-0227-00,27,66,31,35,103Y12M
A6702-11,A6702-11-006,A6702-0207-00,16,36,19,17,103Y12M
A6702-11,A6702-11-006,A6702-0211-00,69,184,99,85,103Y12M
A6702-11,A6702-11-006,A6702-0220-00,12,31,19,12,103Y12M
A6702-11,A6702-11-006,A6702-0223-00,2,3,1,2,103Y12M
A6702-11,A6702-11-008,A6702-0219-00,2,3,2,1,103Y12M
A6702-11,A6702-11-008,A6702-0226-00,114,274,156,118,103Y12M
A6702-11,A6702-11-008,A6702-0228-00,38,106,52,54,103Y12M
A6702-11,A6702-11-009,A6702-0229-00,65,186,98,88,103Y12M
A6702-11,A6702-11-010,A6702-0230-00,14,26,17,9,103Y12M
A6702-11,A6702-11-011,A6702-0225-00,1,1,1,0,103Y12M
A6702-11,A6702-11-011,A6702-0231-00,57,149,81,68,103Y12M
A6702-11,A6702-11-011,A6702-0233-00,73,187,100,87,103Y12M
A6702-11,A6702-11-012,A6702-0232-00,37,102,54,48,103Y12M
A6702-11,A6702-11-012,A6702-0234-00,3,5,3,2,103Y12M
A6702-11,A6702-11-012,A6702-0236-00,1,4,1,3,103Y12M
A6702-13,A6702-13-001,A6702-0238-00,8,23,9,14,103Y12M
A6702-13,A6702-13-002,A6702-0240-00,4,9,5,4,103Y12M
A6702-13,A6702-13-002,A6702-0243-00,7,18,10,8,103Y12M
A6702-13,A6702-13-005,A6702-0247-00,129,331,184,147,103Y12M
A6703-01,A6703-01-001,A6703-0001-00,14,39,27,12,103Y12M
A6703-01,A6703-01-001,A6703-0005-00,18,58,32,26,103Y12M
A6703-01,A6703-01-001,A6703-0007-00,31,74,39,35,103Y12M
A6703-01,A6703-01-001,A6703-0018-00,2,5,3,2,103Y12M
A6703-01,A6703-01-002,A6703-0013-00,123,268,141,127,103Y12M
A6703-01,A6703-01-003,A6703-0020-00,55,143,75,68,103Y12M
A6703-01,A6703-01-003,A6703-0025-00,71,178,94,84,103Y12M
A6703-01,A6703-01-004,A6703-0009-00,2,9,5,4,103Y12M
A6703-01,A6703-01-004,A6703-0010-00,4,6,3,3,103Y12M
A6703-01,A6703-01-004,A6703-0014-00,7,25,13,12,103Y12M
A6703-01,A6703-01-004,A6703-0022-00,9,34,15,19,103Y12M
A6703-01,A6703-01-004,A6703-0031-00,38,124,67,57,103Y12M
A6703-01,A6703-01-004,A6703-0039-00,21,59,26,33,103Y12M
A6703-01,A6703-01-005,A6703-0011-00,47,132,73,59,103Y12M
A6703-01,A6703-01-005,A6703-0023-00,6,21,12,9,103Y12M
A6703-01,A6703-01-005,A6703-0038-00,2,9,7,2,103Y12M
A6703-01,A6703-01-005,A6703-0041-00,75,160,80,80,103Y12M
A6703-01,A6703-01-006,A6703-0029-00,68,198,106,92,103Y12M
A6703-01,A6703-01-006,A6703-0035-00,58,148,81,67,103Y12M
A6703-01,A6703-01-007,A6703-0027-00,30,62,35,27,103Y12M
A6703-01,A6703-01-007,A6703-0028-00,53,120,57,63,103Y12M
A6703-01,A6703-01-007,A6703-0036-00,2,3,1,2,103Y12M
A6703-01,A6703-01-007,A6703-0040-00,34,106,49,57,103Y12M
A6703-01,A6703-01-008,A6703-0032-00,119,321,165,156,103Y12M
A6703-01,A6703-01-008,A6703-0044-00,38,111,63,48,103Y12M
A6703-01,A6703-01-009,A6703-0052-00,87,233,135,98,103Y12M
A6703-01,A6703-01-010,A6703-0055-00,21,68,39,29,103Y12M
A6703-01,A6703-01-010,A6703-0059-00,50,130,77,53,103Y12M
A6703-02,A6703-02-001,A6703-0002-00,66,162,88,74,103Y12M
A6703-02,A6703-02-001,A6703-0003-00,19,51,25,26,103Y12M
A6703-02,A6703-02-001,A6703-0006-00,3,6,3,3,103Y12M
A6703-02,A6703-02-002,A6703-0004-00,25,76,36,40,103Y12M
A6703-02,A6703-02-002,A6703-0008-00,1,5,2,3,103Y12M
A6703-02,A6703-02-002,A6703-0019-00,44,152,78,74,103Y12M
A6703-02,A6703-02-003,A6703-0012-00,3,8,4,4,103Y12M
A6703-02,A6703-02-003,A6703-0017-00,28,111,58,53,103Y12M
A6703-02,A6703-02-004,A6703-0016-00,125,372,205,167,103Y12M
A6703-02,A6703-02-005,A6703-0026-00,49,123,65,58,103Y12M
A6703-02,A6703-02-006,A6703-0037-00,158,404,207,197,103Y12M
A6703-02,A6703-02-007,A6703-0033-00,9,32,13,19,103Y12M
A6703-02,A6703-02-007,A6703-0034-00,2,6,1,5,103Y12M
A6703-02,A6703-02-007,A6703-0047-00,37,107,58,49,103Y12M
A6703-02,A6703-02-007,A6703-0051-00,15,46,26,20,103Y12M
A6703-02,A6703-02-008,A6703-0043-00,106,295,164,131,103Y12M
A6703-02,A6703-02-009,A6703-0045-00,83,225,114,111,103Y12M
A6703-02,A6703-02-009,A6703-0046-00,18,45,24,21,103Y12M
A6703-02,A6703-02-010,A6703-0053-00,17,55,26,29,103Y12M
A6703-02,A6703-02-010,A6703-0062-00,117,358,176,182,103Y12M
A6703-03,A6703-03-001,A6703-0042-00,98,265,146,119,103Y12M
A6703-03,A6703-03-002,A6703-0050-00,103,235,134,101,103Y12M
A6703-03,A6703-03-003,A6703-0057-00,64,149,86,63,103Y12M
A6703-03,A6703-03-004,A6703-0060-00,144,388,207,181,103Y12M
A6703-03,A6703-03-005,A6703-0065-00,147,380,197,183,103Y12M
A6703-03,A6703-03-005,A6703-0068-00,2,9,4,5,103Y12M
A6703-03,A6703-03-006,A6703-0064-00,41,117,59,58,103Y12M
A6703-03,A6703-03-006,A6703-0069-00,6,23,17,6,103Y12M
A6703-03,A6703-03-006,A6703-0070-00,2,4,3,1,103Y12M
A6703-03,A6703-03-006,A6703-0072-00,44,125,59,66,103Y12M
A6703-03,A6703-03-007,A6703-0077-00,69,206,100,106,103Y12M
A6703-03,A6703-03-007,A6703-0093-00,20,60,30,30,103Y12M
A6703-03,A6703-03-008,A6703-0075-00,4,12,8,4,103Y12M
A6703-03,A6703-03-008,A6703-0079-00,15,35,19,16,103Y12M
A6703-03,A6703-03-008,A6703-0087-00,19,66,32,34,103Y12M
A6703-03,A6703-03-008,A6703-0089-00,66,187,103,84,103Y12M
A6703-03,A6703-03-008,A6703-0097-00,1,4,2,2,103Y12M
A6703-03,A6703-03-008,A6703-0101-00,23,67,37,30,103Y12M
A6703-03,A6703-03-009,A6703-0099-00,45,116,67,49,103Y12M
A6703-03,A6703-03-009,A6703-0115-00,28,68,38,30,103Y12M
A6703-04,A6703-04-001,A6703-0048-00,75,212,119,93,103Y12M
A6703-04,A6703-04-001,A6703-0054-00,2,8,2,6,103Y12M
A6703-04,A6703-04-001,A6703-0056-00,50,135,80,55,103Y12M
A6703-04,A6703-04-001,A6703-0071-00,11,23,16,7,103Y12M
A6703-04,A6703-04-002,A6703-0061-00,49,157,78,79,103Y12M
A6703-04,A6703-04-002,A6703-0063-00,69,195,106,89,103Y12M
A6703-04,A6703-04-003,A6703-0066-00,105,301,167,134,103Y12M
A6703-04,A6703-04-003,A6703-0067-00,2,5,3,2,103Y12M
A6703-04,A6703-04-004,A6703-0082-00,61,193,106,87,103Y12M
A6703-04,A6703-04-005,A6703-0074-00,5,17,10,7,103Y12M
A6703-04,A6703-04-005,A6703-0076-00,2,8,6,2,103Y12M
A6703-04,A6703-04-005,A6703-0078-00,37,115,56,59,103Y12M
A6703-04,A6703-04-005,A6703-0084-00,38,111,53,58,103Y12M
A6703-04,A6703-04-005,A6703-0088-00,8,32,19,13,103Y12M
A6703-04,A6703-04-006,A6703-0083-00,86,256,136,120,103Y12M
A6703-04,A6703-04-007,A6703-0073-00,34,89,47,42,103Y12M
A6703-04,A6703-04-007,A6703-0081-00,3,13,4,9,103Y12M
A6703-04,A6703-04-007,A6703-0092-00,10,25,11,14,103Y12M
A6703-04,A6703-04-007,A6703-0095-00,93,297,158,139,103Y12M
A6703-04,A6703-04-008,A6703-0085-00,65,192,95,97,103Y12M
A6703-04,A6703-04-009,A6703-0086-00,128,364,199,165,103Y12M
A6703-05,A6703-05-001,A6703-0049-00,68,199,110,89,103Y12M
A6703-05,A6703-05-002,A6703-0080-00,83,234,134,100,103Y12M
A6703-05,A6703-05-003,A6703-0090-00,148,397,208,189,103Y12M
A6703-05,A6703-05-004,A6703-0124-00,80,211,115,96,103Y12M
A6703-05,A6703-05-004,A6703-0127-00,54,129,67,62,103Y12M
A6703-05,A6703-05-005,A6703-0118-00,23,57,30,27,103Y12M
A6703-05,A6703-05-005,A6703-0169-00,53,128,68,60,103Y12M
A6703-05,A6703-05-006,A6703-0175-00,113,306,146,160,103Y12M
A6703-05,A6703-05-007,A6703-0177-00,8,15,8,7,103Y12M
A6703-05,A6703-05-007,A6703-0188-00,63,144,84,60,103Y12M
A6703-05,A6703-05-007,A6703-0195-00,73,165,92,73,103Y12M
A6703-05,A6703-05-008,A6703-0192-00,222,326,268,58,103Y12M
A6703-05,A6703-05-009,A6703-0203-00,148,364,204,160,103Y12M
A6703-06,A6703-06-001,A6703-0102-00,13,65,34,31,103Y12M
A6703-06,A6703-06-001,A6703-0103-00,125,431,219,212,103Y12M
A6703-06,A6703-06-002,A6703-0100-00,96,276,145,131,103Y12M
A6703-06,A6703-06-002,A6703-0104-00,34,75,37,38,103Y12M
A6703-06,A6703-06-003,A6703-0110-00,2,4,1,3,103Y12M
A6703-06,A6703-06-003,A6703-0112-00,10,28,16,12,103Y12M
A6703-06,A6703-06-003,A6703-0113-00,13,28,16,12,103Y12M
A6703-06,A6703-06-003,A6703-0114-00,4,15,7,8,103Y12M
A6703-06,A6703-06-003,A6703-0122-00,5,8,3,5,103Y12M
A6703-06,A6703-06-003,A6703-0125-00,15,46,28,18,103Y12M
A6703-06,A6703-06-004,A6703-0120-00,58,179,97,82,103Y12M
A6703-06,A6703-06-005,A6703-0123-00,88,253,131,122,103Y12M
A6703-06,A6703-06-006,A6703-0126-00,98,314,156,158,103Y12M
A6703-06,A6703-06-007,A6703-0128-00,42,116,55,61,103Y12M
A6703-06,A6703-06-007,A6703-0131-00,48,126,69,57,103Y12M
A6703-06,A6703-06-007,A6703-0137-00,66,177,85,92,103Y12M
A6703-06,A6703-06-008,A6703-0132-00,112,268,131,137,103Y12M
A6703-06,A6703-06-009,A6703-0133-00,43,134,68,66,103Y12M
